parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,cycle
npf_k33_2_016_013,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_016_014,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_016_015,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_016_016,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_016_017,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_016_018,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_016_019,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_000,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_001,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_002,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_003,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_004,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_005,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_006,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_007,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_008,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_009,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_010,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_011,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_012,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_013,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_014,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_015,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_016,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_017,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_018,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_017_019,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_000,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_001,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_002,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_003,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_004,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_005,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_006,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_007,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_008,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_009,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_010,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_011,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_012,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_013,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_014,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_015,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_016,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_017,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_018,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_018_019,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_000,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_001,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_002,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_003,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_004,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_005,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_006,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_007,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_008,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_009,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_010,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_011,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_012,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_013,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_014,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_015,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_016,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_017,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_018,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_019_019,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_000,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_001,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_002,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_003,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_004,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_005,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_006,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_007,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_008,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_009,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_010,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_011,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_012,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_013,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_014,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_015,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_016,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_017,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_018,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_020_019,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_000,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_001,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_002,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_003,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_004,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_005,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_006,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_007,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_008,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_009,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_010,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_011,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_012,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_013,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_014,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_015,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_016,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_017,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_018,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_021_019,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_000,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_001,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_002,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_003,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_004,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_005,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_006,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_007,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_008,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_009,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_010,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_011,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_012,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_013,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_014,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_015,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_016,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_017,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_018,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_022_019,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_000,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_001,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_002,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_003,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_004,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_005,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_006,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_007,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_008,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_009,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_010,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_011,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_012,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_013,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_014,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_015,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_016,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_017,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_018,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_023_019,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_000,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_001,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_002,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_003,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_004,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_005,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_006,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_007,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_008,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_009,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_010,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_011,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_012,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_013,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_014,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_015,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_016,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_017,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_018,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_024_019,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_000,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_001,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_002,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_003,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_004,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_005,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_006,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_007,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_008,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_009,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_010,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_011,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_012,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_013,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_014,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_015,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_016,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_017,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_018,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_025_019,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_000,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_001,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_002,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_003,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_004,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_005,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_006,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_007,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_008,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_009,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_010,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_011,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_012,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_013,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_014,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_015,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_016,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_017,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_018,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_026_019,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_000,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_001,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_002,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_003,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_004,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_005,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_006,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_007,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_008,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_009,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_010,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_011,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_012,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_013,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_014,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_015,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_016,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_017,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_018,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_027_019,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_028_000,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_028_001,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_028_002,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_028_003,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_028_004,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_028_005,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_028_006,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_028_007,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_028_008,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_028_009,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_028_010,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_028_011,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_028_012,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_028_013,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_028_014,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_028_015,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
npf_k33_2_028_016,log,factor,3.0,0.30000000000000004,30.0,npf_k33_2,1.0,0.0,1,-1.0
